acceptingOrders,acceptingOrdersTimestamp,active,approved,archived,automaticallyActive,automaticallyResolved,bestAsk,bestBid,category,categoryMailchimpTag,clearBookOnStart,clobRewards,clobTokenIds,closed,closedTime,commentsEnabled,competitive,conditionId,createdAt,createdBy,creator,customLiveness,cyom,denominationToken,deploying,deployingTimestamp,description,disqusThread,enableOrderBook,endDate,endDateIso,eventStartTime,event_id,event_slug,event_title,featured,fee,feesEnabled,formatType,fpmmLive,funded,gameId,gameStartTime,groupItemRange,groupItemThreshold,groupItemTitle,hasReviewedDates,holdingRewardsEnabled,icon,id,image,lastTradePrice,line,liquidity,liquidityAmm,liquidityClob,liquidityNum,lowerBound,mailchimpTag,makerBaseFee,manualActivation,marketGroup,marketMakerAddress,marketType,negRisk,negRiskMarketID,negRiskOther,negRiskRequestID,new,notificationsEnabled,oneDayPriceChange,oneHourPriceChange,oneMonthPriceChange,oneWeekPriceChange,oneYearPriceChange,orderMinSize,orderPriceMinTickSize,outcomePrices,outcomes,pagerDutyNotificationEnabled,pendingDeployment,question,questionID,ready,readyForCron,resolutionSource,resolvedBy,restricted,rewardsMaxSpread,rewardsMinSize,rfqEnabled,secondsDelay,sentDiscord,seriesColor,showGmpOutcome,showGmpSeries,slug,sponsorImage,sportsMarketType,spread,startDate,startDateIso,subcategory,submitted_by,takerBaseFee,teamAID,teamBID,twitterCardImage,twitterCardLastRefreshed,twitterCardLastValidated,twitterCardLocation,umaBond,umaEndDate,umaEndDateIso,umaResolutionStatus,umaResolutionStatuses,umaReward,updatedAt,updatedBy,upperBound,volume,volume1mo,volume1moAmm,volume1moClob,volume1wk,volume1wkAmm,volume1wkClob,volume1yr,volume1yrAmm,volume1yrClob,volume24hr,volume24hrAmm,volume24hrClob,volumeAmm,volumeClob,volumeNum,wideFormat,p_yes,p_no,probability_bias,topic,quality_score
False,2025-11-17T05:00:53Z,True,True,False,True,True,0.001,,,,True,,"[""112158872622272867092748852783332993268362721114729448194385390187983445330355"", ""51123067569588304297891428405152052638303432212036645145645466561007420780327""]",True,2025-11-24 07:05:25+00,,,0xb7942096564d0ac82a0572f1b61cb14f6e4aef3c286303f68f48304ea8c8e1a9,2025-11-17T05:00:02.330938Z,,,0.0,False,,False,2025-11-17T05:00:08.6368Z,"This market will immediately resolve to ""Yes"" if any Binance 1-minute candle for BTC/USDT during the date range specified in the title (from 12:00 AM ET on the first date to 11:59 PM ET on the last) has a final ""High"" price equal to or greater than the price specified in the title. Otherwise, this market will resolve to ""No"".

The resolution source for this market is Binance, specifically the BTC/USDT ""High"" prices available at https://www.binance.com/en/trade/BTC_USDT, with the chart settings on ""1m"" candles selected on the top bar.

Please note that the outcome of this market depends solely on the price data from the Binance BTC/USDT trading pair. Prices from other exchanges, different trading pairs, or spot markets will not be considered for the resolution of this market.",,True,2025-11-24T05:00:00Z,2025-11-24,,83260,what-price-will-bitcoin-hit-november-17-23,What price will Bitcoin hit November 17-23?,False,,False,,,False,,,,4.0,"↑ 102,000",True,False,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,686346,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,1.0,,,,,,,,,False,,,,False,,False,,False,,-0.002,,,,,5.0,0.001,"[""0"", ""1""]","[""Yes"", ""No""]",False,False,"Will Bitcoin reach $102,000 November 17-23?",0x25fe41880be45709d2dc9dd59e850de6695f6f5e8b204a9ad2c4cea11b22ec7c,False,,,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,True,0.0,0,False,,,,,,will-bitcoin-reach-102k-november-17-23,,,0.001,2025-11-17T05:01:16.209654Z,2025-11-17,,0x91430CaD2d3975766499717fA0D66A78D814E5c5,,,,,,,,500.0,2025-11-24T07:05:25Z,,resolved,"[""proposed""]",2.0,2025-11-25T00:30:51.332593Z,,,298012.764251,298012.764251,,298012.764251,292132.995797,,292132.995797,298012.764251,,298012.764251,,,,,298012.764251,298012.764251,,0.000000,1.000000,0.500000,Crypto,2.340000
False,2025-11-10T05:07:37Z,True,True,False,True,True,0.001,,,,True,,"[""59121265993330156313861006882688278462511928084846581731513573236371964310654"", ""59925859018717314752377170584217506239958625867030161091401471188119419388866""]",True,2025-11-17 07:03:47+00,,,0xdfb473bb36c6840e9087befca6ccb922bff4e9c7ccdf5f1189ffab808077ddb7,2025-11-10T05:00:05.137449Z,,,0.0,False,,False,2025-11-10T05:00:28.685877Z,"This market will immediately resolve to ""Yes"" if any Binance 1 minute candle for Bitcoin (BTC/USDT) during the date range specified in the title (from 12:00 AM ET on the first date to 11:59 PM ET on the last) has a final ""Low"" price equal to or lower than the price specified in the title. Otherwise, this market will resolve to ""No.""

The resolution source for this market is Binance, specifically the BTC/USDT ""Low"" prices available at https://www.binance.com/en/trade/BTC_USDT, with the chart settings on ""1m"" candles selected on the top bar.

Please note that the outcome of this market depends solely on the price data from the Binance BTC/USDT trading pair. Prices from other exchanges, different trading pairs, or spot markets will not be considered for the resolution of this market.",,True,2025-11-17T05:00:00Z,2025-11-17,,77392,what-price-will-bitcoin-hit-november-10-16,What price will Bitcoin hit November 10-16?,False,,False,,,False,,,,13.0,"↓ 92,000",True,False,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,673767,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,1.0,,,,,,,,,False,,,,False,,False,,False,,-0.052,,,-0.4895,,5.0,0.001,"[""0"", ""1""]","[""Yes"", ""No""]",False,False,"Will Bitcoin dip to $92,000 November 10-16?",0xf738fa40b48e820cba78a8a03d008c7d6b0bc7bcf00b4e221723bd858d1e9da1,False,,,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,True,0.0,0,False,,,,,,will-bitcoin-dip-to-92k-november-10-16,,,0.001,2025-11-10T05:08:01.440763Z,2025-11-10,,0x91430CaD2d3975766499717fA0D66A78D814E5c5,,,,,,,,500.0,2025-11-17T07:03:47Z,,resolved,"[""proposed""]",2.0,2025-11-18T08:34:14.467203Z,,,622430.915587,622430.9155869997,,622430.9155869997,608778.6101179995,,608778.6101179995,622430.9155869997,,622430.9155869997,,,,,622430.915587,622430.915587,,0.000000,1.000000,0.500000,Crypto,2.340000
False,2025-10-19T16:08:19Z,True,True,False,True,True,0.001,,,,True,,"[""96519435475917642817474711045525376146924901334228746447439018748608389033225"", ""95311363922517210616055912096639619340130747292713776637097326463530984983711""]",True,2025-10-26 18:02:33+00,,,0x771e55d87fa889b04a69e05db047d9700974e95166453f5c66f66dc08cd3dc0b,2025-10-19T16:00:04.687639Z,,,0.0,False,,False,2025-10-19T16:00:24.483365Z,"This market will resolve to ""Yes"" if the Binance 1 minute candle for ETH/USDT 12:00 in the ET timezone (noon) on the date specified in the title has a final “Close” price higher than the price specified in the title. Otherwise, this market will resolve to ""No"".

The resolution source for this market is Binance, specifically the ETH/USDT ""Close"" prices currently available at https://www.binance.com/en/trade/ETH_USDT with “1m” and “Candles” selected on the top bar.

Please note that this market is about the price according to Binance ETH/USDT, not according to other sources or spot markets.

Price precision is determined by the number of decimal places in the source.",,True,2025-10-26T16:00:00Z,2025-10-26,,61810,ethereum-above-on-october-26,Ethereum above ___ on October 26?,False,,False,,,False,,,,10.0,"4,500",True,False,https://polymarket-upload.s3.us-east-2.amazonaws.com/ETH+fullsize.jpg,639783,https://polymarket-upload.s3.us-east-2.amazonaws.com/ETH+fullsize.jpg,1.0,,,,,,,,,False,,,,False,,False,,False,,-0.002,,,,,5.0,0.001,"[""0"", ""1""]","[""Yes"", ""No""]",False,False,"Will the price of Ethereum be above $4,500 on October 26?",0x2e70edb675b1f1194f9f22c4e78cfa86dc8041dee6b597dcda6efcddd29aa289,False,,,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,True,0.0,0,False,,,,,,ethereum-above-4500-on-october-26,,,0.001,2025-10-19T16:08:42.183725Z,2025-10-19,,0x91430CaD2d3975766499717fA0D66A78D814E5c5,,,,,,,,500.0,2025-10-26T18:02:33Z,,resolved,"[""proposed""]",2.0,2025-10-27T16:30:01.549633Z,,,1157280.093385,1157280.093385,,1157280.093385,1157250.093385,,1157250.093385,1157280.093385,,1157280.093385,,,,,1157280.093385,1157280.093385,,0.000000,1.000000,0.500000,Crypto,2.340000
False,2025-11-01T01:11:02Z,True,True,False,True,True,0.001,,,,True,,"[""93455006475081907108315746918317517373733912138143094076782992361190649169417"", ""48293328646388224413043358201484112139630046472193483909351769450765877900950""]",True,2025-12-01 07:00:40+00,,,0xd31956675172dc796c5f458425b9a11eb8179c6ce128e393535c0485871fea45,2025-11-01T01:10:07.558453Z,,,0.0,False,,False,2025-11-01T01:10:21.914381Z,"This market will immediately resolve to ""Yes"" if any Binance 1 minute candle for BTC/USDT during the month specified in the title (from 00:00 AM ET on the first day to 11:59 PM ET on the last), has a final Low price equal to or lower than the price specified in the title. Otherwise, this market will resolve to ""No.""

The resolution source for this market is Binance, specifically the BTC/USDT Low prices available at https://www.binance.com/en/trade/BTC_USDT, with the chart settings on ""1m"" for one-minute candles selected on the top bar.

Please note that the outcome of this market depends solely on the price data from the Binance BTC/USDT trading pair. Prices from other exchanges, different trading pairs, or spot markets will not be considered for the resolution of this market.",,True,2025-12-01T05:00:00Z,2025-12-01,,70054,what-price-will-bitcoin-hit-in-november-2025,What price will Bitcoin hit in November?,False,,False,,,False,,,,16.0,"↓ 80,000",True,False,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,659248,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,1.0,,,,,,,,,False,,,,False,,False,,False,,-0.002,,-0.028,-0.2115,,5.0,0.001,"[""0"", ""1""]","[""Yes"", ""No""]",False,False,"Will Bitcoin dip to $80,000 in November?",0x986cb2fd4b01501ac2676412d96198bbc813fd47e307b21f2d7b0545c32350bd,False,,,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,True,0.0,0,False,,,,False,False,will-bitcoin-dip-to-80k-in-november-2025-899,,,0.001,2025-11-01T01:11:23.479Z,2025-11-01,,0x91430CaD2d3975766499717fA0D66A78D814E5c5,,,,,,,,500.0,2025-12-01T07:00:40Z,,resolved,"[""proposed""]",2.0,2025-12-02T08:34:13.483711Z,,,3718522.02029,3685106.714928,,3685106.714928,1267952.8019640008,,1267952.8019640008,3718522.02029,,3718522.02029,,,,,3718522.02029,3718522.02029,,0.000000,1.000000,0.500000,Crypto,2.340000
False,2025-10-12T16:08:23Z,True,True,False,True,True,1.0,0.999,,,True,,"[""48010709699620320242332270338587803457039939078808764638267881008358458943655"", ""79864628293348041596079107769082418744226304765547934810617715440285957792596""]",True,2025-10-19 18:22:05+00,,,0x6eb634ba287bfb419b640d3d6dc342de475b0e4bac3c3c6a62bd3a785e105a72,2025-10-12T16:00:08.509793Z,,,0.0,False,,False,2025-10-12T16:00:20.282543Z,"This market will resolve to ""Yes"" if the Binance 1 minute candle for BTC/USDT 12:00 in the ET timezone (noon) on the date specified in the title has a final “Close” price higher than the price specified in the title. Otherwise, this market will resolve to ""No"".

The resolution source for this market is Binance, specifically the BTC/USDT ""Close"" prices currently available at https://www.binance.com/en/trade/BTC_USDT with “1m” and “Candles” selected on the top bar.

Please note that this market is about the price according to Binance BTC/USDT, not according to other sources or spot markets.

Price precision is determined by the number of decimal places in the source.",,True,2025-10-19T16:00:00Z,2025-10-19,,58506,bitcoin-above-on-october-19,Bitcoin above ___ on October 19?,False,,False,,,False,,,,2.0,"108,000",True,False,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,632597,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,1.0,,,,,,,,,False,,,,False,,False,,False,,0.8045,,,0.1845,,5.0,0.001,"[""1"", ""0""]","[""Yes"", ""No""]",False,False,"Will the price of Bitcoin be above $108,000 on October 19?",0xf348d09c91ef82e25c7bc23a478a8f3923554144979fa52ade96efe34b8128e6,False,,,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,True,0.0,0,False,,,,,,bitcoin-above-108k-on-october-19,,,0.001,2025-10-12T16:08:46.008464Z,2025-10-12,,0x91430CaD2d3975766499717fA0D66A78D814E5c5,,,,,,,,500.0,2025-10-19T18:22:05Z,,resolved,"[""proposed""]",2.0,2025-10-21T00:31:03.006252Z,,,302198.313122,302198.3131220003,,302198.3131220003,301175.24930600025,,301175.24930600025,302198.3131220003,,302198.3131220003,,,,,302198.313122,302198.313122,,1.000000,0.000000,0.500000,Crypto,2.340000
False,2025-11-24T05:30:43Z,True,True,False,True,True,1.0,0.999,,,True,,"[""28869864710249601466365562944583207439751931262658217241970710503383778114530"", ""54481432700790236144127141304261321402284587980682934116746386731280704365175""]",True,2025-12-01 15:13:24+00,,,0x4ae98f18125f22bd0881be15874b982658026bab26be58b8ef46dad652606023,2025-11-24T05:30:00.327633Z,,,0.0,False,,False,2025-11-24T05:30:16.377164Z,"This market will resolve to ""Yes"" if MicroStrategy Incorporated announces that they have acquired additional Bitcoin between the dates in the title (from 12:00 AM ET on the first date to 11:59 PM ET on the last date). Otherwise, it will resolve to ""No"".

This market will resolve based on announcements made within the market's designated time frame regardless of when the actual purchases were made.

The resolution source for this market will be official information from MicroStrategy or Michael Saylor.

For reference, MicroStrategy's reported BTC holdings can be tracked at: https://www.strategy.com/purchases",,True,2025-12-02T05:00:00Z,2025-12-02,2025-11-25T05:00:00Z,88944,will-microstrategy-announce-a-bitcoin-purchase-november-25-december-1,Will Microstrategy announce a Bitcoin purchase November 25-December 1?,False,,False,,,False,,,,,,True,False,https://polymarket-upload.s3.us-east-2.amazonaws.com/will-microstrategy-purchase-bitcoin-july-1-7-mzoE5TYk_cCI.jpg,699853,https://polymarket-upload.s3.us-east-2.amazonaws.com/will-microstrategy-purchase-bitcoin-july-1-7-mzoE5TYk_cCI.jpg,1.0,,,,,,,,,False,,,,False,,False,,False,,0.0205,,,0.3245,,5.0,0.001,"[""1"", ""0""]","[""Yes"", ""No""]",False,False,Will Microstrategy announce a Bitcoin purchase November 25-December 1?,0x86d3227eef8c8e16416a520cd3e92d074533339e27fa73c68f09ddebccdbf469,False,,https://www.strategy.com/purchases,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,True,3.5,50,False,,,,,,will-microstrategy-announce-a-bitcoin-purchase-november-25-december-1,,,0.001,2025-11-24T05:31:04.419983Z,2025-11-24,,0x91430CaD2d3975766499717fA0D66A78D814E5c5,,,,,,,,500.0,2025-12-01T15:13:24Z,,resolved,"[""proposed""]",2.0,2025-12-02T16:33:55.563952Z,,,336230.240952,336230.2409519999,,336230.2409519999,329012.471507,,329012.471507,336230.2409519999,,336230.2409519999,,,,,336230.240952,336230.240952,,1.000000,0.000000,0.500000,Crypto,2.340000
False,2024-11-01T14:46:39Z,True,True,False,True,True,1.0,0.999,,,True,"[{""id"": ""9738"", ""conditionId"": ""0xe3cd2ea91498938a562fa11cdfe790bb2a8957c524666fadc5a178b566b3d1bd"", ""assetAddress"": ""0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174"", ""rewardsAmount"": 0, ""rewardsDailyRate"": 10, ""startDate"": ""2024-11-01"", ""endDate"": ""2500-12-31""}]","[""4197724965146851607551631480440860078214683439533037513848862168086450600650"", ""100382879008021092252870581954376064650506517731527488933470287210616853707452""]",True,2024-11-11 21:05:08+00,,,0xe3cd2ea91498938a562fa11cdfe790bb2a8957c524666fadc5a178b566b3d1bd,2024-11-01T14:36:36.031832Z,,,,False,,False,,"This market will immediately resolve to ""Yes"" if any Binance 1 minute candle for Bitcoin (BTCUSDT) between November 1, 2024, 00:00 and November 30, 2024, 23:59 in the ET timezone has a final ""High"" price of $85,000.00 or higher. Otherwise, this market will resolve to ""No.""

The resolution source for this market is Binance, specifically the BTCUSDT ""High"" prices available at https://www.binance.com/en/trade/BTC_USDT, with the chart settings on ""1m"" for one-minute candles selected on the top bar.

Please note that the outcome of this market depends solely on the price data from the Binance BTCUSDT trading pair. Prices from other exchanges, different trading pairs, or spot markets will not be considered for the resolution of this market.",,True,2024-11-30T12:00:00Z,2024-11-30,,13945,what-price-will-bitcoin-hit-in-november,What price will Bitcoin hit in November?,False,,False,,,False,,,,9.0,"$85,000",True,False,https://polymarket-upload.s3.us-east-2.amazonaws.com/bitcoin+psychedelic+blast.png,511581,https://polymarket-upload.s3.us-east-2.amazonaws.com/bitcoin+psychedelic+blast.png,1.0,,,,,,,,,False,,,,False,,False,,False,,0.4195,0.0,0.0,0.0,0.0,5.0,0.001,"[""1"", ""0""]","[""Yes"", ""No""]",False,False,"Will Bitcoin reach $85,000 in November?",0xb03226d703dd49d16411c194a4fb9279764b3101915d7bbb8038eb1b30fa1230,False,,,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,True,3.5,50,False,,,,False,False,will-bitcoin-reach-85000-in-november,,,0.001,2024-11-01T14:47:50.812Z,2024-11-01,,0x91430CaD2d3975766499717fA0D66A78D814E5c5,,,,,,,,500.0,2024-11-11T21:05:08Z,,resolved,[],5.0,2024-11-13T17:18:15.585195Z,,,2024970.871317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2024970.871317,2024970.871317,,1.000000,0.000000,0.500000,Crypto,2.340000
False,2025-11-13T17:00:54Z,True,True,False,True,True,0.001,,,,True,,"[""28845109894399548626400096431727896492768792140595302299999936155347960817550"", ""58948556825543792466567667483051709881631022491974735323947569489880041487541""]",True,2025-11-20 19:13:37+00,,,0x46f2ee48c9c0ad43849898ba9340aaa9c96bff941b309fae8d533b114c5d473f,2025-11-13T17:00:05.707656Z,,,0.0,False,,False,2025-11-13T17:00:17.759855Z,"This market will resolve to ""Yes"" if the Binance 1 minute candle for BTC/USDT 12:00 in the ET timezone (noon) on the date specified in the title has a final ""Close"" price higher than the price specified in the title. Otherwise, this market will resolve to ""No"".

The resolution source for this market is Binance, specifically the BTC/USDT ""Close"" prices currently available at https://www.binance.com/en/trade/BTC_USDT with ""1m"" and ""Candles"" selected on the top bar.

Please note that this market is about the price according to Binance BTC/USDT, not according to other sources or spot markets.

Price precision is determined by the number of decimal places in the source.",,True,2025-11-20T17:00:00Z,2025-11-20,,80691,bitcoin-above-on-november-20,Bitcoin above ___ on November 20?,False,,False,,,False,,,,5.0,"100,000",True,False,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,680705,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,1.0,,,,,,,,,False,,,,False,,False,,False,,-0.0105,,,,,5.0,0.001,"[""0"", ""1""]","[""Yes"", ""No""]",False,False,"Will the price of Bitcoin be above $100,000 on November 20?",0xda19cf2dd8977b6a22d10e9b3efd833ad85a3b7913de30e74929f63a9dfcfa3f,False,,,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,True,0.0,0,False,,,,,,bitcoin-above-100k-on-november-20,,,0.001,2025-11-13T17:01:17.673321Z,2025-11-13,,0x91430CaD2d3975766499717fA0D66A78D814E5c5,,,,,,,,500.0,2025-11-20T19:13:37Z,,resolved,"[""proposed""]",2.0,2025-11-22T00:34:33.583448Z,,,472747.134651,472747.13465100166,,472747.13465100166,470394.4737800016,,470394.4737800016,472747.13465100166,,472747.13465100166,,,,,472747.134651,472747.134651,,0.000000,1.000000,0.500000,Crypto,2.340000
False,2025-10-29T02:05:59Z,True,True,False,True,True,0.065,0.064,,,True,"[{""id"": ""40522"", ""conditionId"": ""0x178daa3428373da76550f98e22183c965dcc77cc3c9e95fa2534f45edf2d0c12"", ""assetAddress"": ""0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174"", ""rewardsAmount"": 0, ""rewardsDailyRate"": 5, ""startDate"": ""2025-10-29"", ""endDate"": ""2500-12-31""}]","[""27984676137515265972123749134533218616306451254125935601389269554997176667696"", ""76201334366149941500765004495603652720181650114038085521209191969421894346543""]",True,2025-11-07 00:02:51+00,,,0x178daa3428373da76550f98e22183c965dcc77cc3c9e95fa2534f45edf2d0c12,2025-10-29T01:51:33.186549Z,,,0.0,False,,False,2025-10-29T02:05:29.321771Z,"This market will resolve to ""Yes"" if Israel initiates a drone, missile, or air strike on Lebanese soil on the listed date Israel Standard Time (IST). Otherwise, this market will resolve to ""No"".

For the purposes of this market, a qualifying ""strike"" is defined as the use of aerial bombs, drones or missiles (including cruise or ballistic missiles) launched by Israeli military forces that impact Lebanon ground territory.

A strike on any area within the terrestrial territory of Lebanon counts, including buffer zones.

Missiles or drones which are intercepted and surface-to-air missile strikes will not be sufficient for a ""Yes"" resolution regardless of whether they land on Lebanon territory or cause damage.

Actions such as artillery fire, small arms fire, FPV or ATGM strikes, ground incursions, naval shelling, cyberattacks, or other operations conducted by Israeli ground operatives will not qualify.

The primary solution resolution source will be official government/military statements (Israeli or foreign), multilateral bodies (UN, etc.), or a consensus of credible reporting from major international media and national broadcasters/newspapers.

If the date/time of a strike cannot be confirmed by a consensus of credible reporting within 48 hours of this market's end date, it will resolve to ""No"" regardless of whether a strike was later confirmed to have taken place.",,True,2025-11-05T00:00:00Z,2025-11-05,,67423,will-israel-strike-lebanon-on,Will Israel strike Lebanon on...?,False,,False,,,False,,,,6.0,November 4,True,False,https://polymarket-upload.s3.us-east-2.amazonaws.com/will-israel-strike-lebanon-on-OG5HKQaGk7r4.jpg,654655,https://polymarket-upload.s3.us-east-2.amazonaws.com/will-israel-strike-lebanon-on-OG5HKQaGk7r4.jpg,1.0,,,,,,,,,False,,,,False,,False,,False,,-0.365,-0.0565,,-0.435,,5.0,0.001,"[""0"", ""1""]","[""Yes"", ""No""]",False,False,Will Israel strike Lebanon on November 4?,0x163ac0a323876399599f50df57f07628a044c8a3cce731c221b355d59d53f0a6,False,,,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,True,4.5,20,False,,,,False,False,will-israel-strike-lebanon-on-november-4,,,0.001,2025-10-29T02:06:20.235Z,2025-10-29,,0x91430CaD2d3975766499717fA0D66A78D814E5c5,,,,,,,,500.0,2025-11-07T00:02:51Z,,resolved,"[""proposed"", ""disputed"", ""proposed""]",5.0,2025-11-08T00:29:08.106657Z,,,728964.02343,728964.0234299998,,728964.0234299998,726348.2450189999,,726348.2450189999,728964.0234299998,,728964.0234299998,,,,,728964.02343,728964.02343,,0.000000,1.000000,0.500000,Crypto,2.340000
False,2025-11-11T17:04:29Z,True,True,False,True,True,0.001,,,,True,,"[""101087324993573253608179587649006266748599588108674256297814267416165892245102"", ""36487993141077901465879044055328293393265811424605962129346518997354639171672""]",True,2025-11-18 19:24:15+00,,,0x11b09bd1c4b5c4644a3fa1eeb4ef3f27f060d18273ecce0e3195e8668846a1c9,2025-11-11T17:00:03.204937Z,,,0.0,False,,False,2025-11-11T17:00:18.935649Z,"This market will resolve to ""Yes"" if the Binance 1 minute candle for BTC/USDT 12:00 in the ET timezone (noon) on the date specified in the title has a final ""Close"" price higher than the price specified in the title. Otherwise, this market will resolve to ""No"".

The resolution source for this market is Binance, specifically the BTC/USDT ""Close"" prices currently available at https://www.binance.com/en/trade/BTC_USDT with ""1m"" and ""Candles"" selected on the top bar.

Please note that this market is about the price according to Binance BTC/USDT, not according to other sources or spot markets.

Price precision is determined by the number of decimal places in the source.",,True,2025-11-18T17:00:00Z,2025-11-18,,79011,bitcoin-above-on-november-18,Bitcoin above ___ on November 18?,False,,False,,,False,,,,0.0,"94,000",True,False,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,676561,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,1.0,,,,,,,,,False,,,,False,,False,,False,,-0.487,-0.244,,-0.9595,,5.0,0.001,"[""0"", ""1""]","[""Yes"", ""No""]",False,False,"Will the price of Bitcoin be above $94,000 on November 18?",0x32d2cc2b442c2c3efe7f28f5231aa23633fb19634c1cb2dd953e102df3c38353,False,,,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,True,0.0,0,False,,,,,,bitcoin-above-94k-on-november-18,,,0.001,2025-11-11T17:04:50.833479Z,2025-11-11,,0x91430CaD2d3975766499717fA0D66A78D814E5c5,,,,,,,,500.0,2025-11-18T19:24:15Z,,resolved,"[""proposed""]",2.0,2025-11-20T00:32:15.514504Z,,,1130795.327992,1130795.327992,,1130795.327992,1124290.3258589995,,1124290.3258589995,1130795.327992,,1130795.327992,,,,,1130795.327992,1130795.327992,,0.000000,1.000000,0.500000,Crypto,2.340000
False,2025-08-26T01:10:01Z,True,True,False,True,True,0.001,,,,True,"[{""id"": ""32889"", ""conditionId"": ""0xe0170502a5cecfcd3a3037d700f15b4fec4b9c4988de95e4ed1468eacd23ff29"", ""assetAddress"": ""0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174"", ""rewardsAmount"": 0, ""rewardsDailyRate"": 10, ""startDate"": ""2025-08-26"", ""endDate"": ""2500-12-31""}]","[""98025695033408007078618293839613469407056242237693715289449155638631441914762"", ""107037238846351557302149846157499010975883788738160038963608233225029698592135""]",True,2025-10-01 07:52:05+00,,,0xe0170502a5cecfcd3a3037d700f15b4fec4b9c4988de95e4ed1468eacd23ff29,2025-08-25T23:06:58.127969Z,,,0.0,False,,False,2025-08-26T01:09:31.857699Z,"This market will resolve to ""Yes"" if there is an official security agreement, defined as a publicly announced and mutually agreed deal between the governments of Israel and Syria by September 30, 2025, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

This market refers only to agreements which directly address border security and demarcation, normalization, or diplomatic recognition or otherwise creates a formalized security framework between the two states.    

Ceasefire announcements or other announced de-escalations such as those relating to the July 16-18 skirmishes with the Druze, or any other future military engagements, which do not address the broader security relationship will not qualify.

Only deals which are officially announced will qualify. Informal announcements which do not constitute a formalized agreement will not count.

The primary resolution source will be official statements from the Israeli and Syrian governments. However, an agreement which is announced by only of the parties will qualify if an overwhelming consensus of credible reporting confirms that such a formal agreement has been reached.",,True,2025-09-30T00:00:00Z,2025-09-30,,39662,israel-x-syria-security-agreement-by-september-30,Israel x Syria security agreement by...?,False,,False,,,False,,,,0.0,September 30,True,False,https://polymarket-upload.s3.us-east-2.amazonaws.com/israel-x-syria-security-agreement-by-september-30-feE3ATNUG06B.jpg,581165,https://polymarket-upload.s3.us-east-2.amazonaws.com/israel-x-syria-security-agreement-by-september-30-feE3ATNUG06B.jpg,1.0,,,,,,,,,False,,0x9536F33fe94cBE2E95716123007f3eBC5C4AAAE1,,False,,False,,False,,-0.018,,-0.251,-0.241,,5.0,0.001,"[""0"", ""1""]","[""Yes"", ""No""]",False,False,Israel x Syria security agreement by September 30?,0x51f8b16567d3c67b802126aa96667d2e0f4507c0b0959ea9d97cd39321faec30,False,,,0x157Ce2d672854c848c9b79C49a8Cc6cc89176a49,True,3.5,200,False,,,,False,False,israel-x-syria-security-agreement-by-september-30,,,0.001,2025-08-26T01:10:21.209Z,2025-08-26,,0x91430CaD2d3975766499717fA0D66A78D814E5c5,,,,,,,,500.0,2025-10-01T07:52:05Z,,resolved,"[""proposed""]",5.0,2025-10-02T08:35:29.250957Z,,,235947.811644,211984.86255199995,,211984.86255199995,58354.854981,,58354.854981,235947.81164399988,,235947.81164399988,,,,,235947.811644,235947.811644,,0.000000,1.000000,0.500000,Crypto,2.340000
