qid,question,outcome,domain,qtype,failure_mode,s2_p,s2_brier,s2_correct,round0_mean,round1_mean,round0_correct_agents,round1_correct_agents,round0_mean_correct,round1_mean_correct,round_mean_brier_delta,cot_p,cot_correct,cot_brier,standard_p,standard_correct,standard_brier,s1_p,s1_correct,s1_brier,moa_p,moa_correct,moa_brier
futurex_698f1987da7a8b006575442d,China's monthly consumer inflation (CPI) greater than 0.2% in February?,1,markets_finance_crypto,other_wording,final_correct,0.6844087833671556,0.09959781601579892,1,0.7366666666666667,0.6833333333333332,3,3,1,1,0.03093333333333341,0.72,1,0.07840000000000001,0.6866666666666666,1,0.0981777777777778,0.7429236330854999,1,0.06608825842595868,0.61,1,0.1521
futurex_6995b1073ea64b005b11f2a1,Will the president of the United States and Nicolás Maduro meet in person before 19 March 2026?,0,politics_geo,deadline_event,final_correct,0.2261264287305937,0.05113316177045227,1,0.3666666666666667,0.22666666666666666,2,3,1,1,-0.0830666666666667,0.91,0,0.8281000000000001,0.69,0,0.4760999999999999,0.2922198495317122,1,0.08539244046033652,0.78,0,0.6084
futurex_6995b10b3ea64b005b11f2a9,Is the ASU Frat Leader an ASU Frat Leader???,0,other,other_wording,final_correct,0.10808829018740275,0.011683078475636186,1,0.36000000000000004,0.10999999999999999,1,3,1,1,-0.11750000000000002,0.12,1,0.0144,0.62,0,0.3844,0.08000000000000002,1,0.006400000000000003,0.12,1,0.0144
futurex_6999a58817d430006670a390,Will Aonishiki Arata be promoted to yokozuna after the Haru Basho 2026?,0,other,other_wording,final_correct,0.019999999999999993,0.00039999999999999975,1,0.02,0.02,3,3,1,1,0.0,0.06,1,0.0036,0.08,1,0.0064,0.017273312917055948,1,0.00029836733913053183,0.06,1,0.0036
futurex_699c4887d1d3cf005c1e48ac,Infinite Games 26 - Will the champion of the Electric-Knife win all matches undefeated?,1,sports,winner_outcome,all_agents_wrong_from_start,0.17271564877660373,0.6843993977791157,0,0.19000000000000003,0.17333333333333334,0,0,0,0,0.027277777777777845,0.2,0,0.6400000000000001,0.19999999999999998,0,0.6400000000000001,0.1715966309997179,0,0.6862521417710176,0.12,0,0.7744
futurex_699d9a1a098cca008728b6cf,"Mexico City (CDMX) above ""Exercise increased caution"" trav advisory by mid march?",0,other,threshold_range,all_agents_wrong_from_start,0.6091681739352804,0.3710858641356441,0,0.9133333333333334,0.6266666666666666,0,1,0,0,-0.441466666666667,0.06,1,0.0036,0.9666666666666667,0,0.9344444444444444,0.9420080032299367,0,0.8873790781492524,0.09,1,0.0081
futurex_699d9a1a098cca008728b6d1,Will Tiger Zhang finish problem set 2 for 18.905 on time?,0,other,other_wording,all_agents_wrong_from_start,0.5611378528389851,0.3148756898887465,0,0.58,0.56,0,0,0,0,-0.02279999999999993,0.57,0,0.32489999999999997,0.3133333333333333,1,0.09817777777777775,0.58,0,0.3364,0.44,1,0.1936
futurex_699d9a1a098cca008728b6d6,"Will ""top fast food"" market have a surprising winner?",0,markets_finance_crypto,winner_outcome,all_agents_wrong_from_start,0.5594624844744043,0.31299827153427306,0,0.5533333333333333,0.5566666666666666,0,0,0,0,0.003699999999999981,0.2,1,0.04000000000000001,0.5,0,0.25,0.5601624985272873,0,0.3137820247563331,0.61,0,0.3721
futurex_699d9a1a098cca008728b6df,Will Teyana Taylor win best supporting actress at OSCAR 2026?,0,sports,winner_outcome,final_correct,0.4099999999999999,0.16809999999999994,1,0.41,0.41,3,3,1,1,0.0,0.46,1,0.2116,0.5933333333333333,0,0.3520444444444444,0.37637920501933714,1,0.14166130597098822,0.42,1,0.17639999999999997
futurex_699d9ffc098cca008728b6f0,Will the US PCE annual inflation be greater than 2.9% in January?,0,markets_finance_crypto,other_wording,final_correct,0.43630557758792604,0.19036255703433375,1,0.4466666666666667,0.4366666666666667,2,3,1,1,-0.008833333333333332,0.58,0,0.3364,0.54,0,0.2916,0.41539048384341587,1,0.17254925406766713,0.58,0,0.3364
futurex_69a03d1781109300686005e1,Will this market get between 35 and 55 traders?,0,markets_finance_crypto,other_wording,all_agents_wrong_from_start,0.5438532755521591,0.29577638532881273,0,0.5566666666666666,0.5433333333333333,0,0,0,0,-0.014666666666666661,0.57,0,0.32489999999999997,0.5466666666666667,0,0.2988444444444445,0.5642466183393678,0,0.31837424630741223,0.47,1,0.22089999999999999
futurex_69a03d1781109300686005e4,Will MAA release any of the 2026 USA(J)MO Cutoffs?,0,tech_ai_product,other_wording,all_agents_wrong_from_start,0.9369573361057246,0.8778890496823358,0,0.9233333333333333,0.9366666666666666,0,0,0,0,0.024799999999999933,0.82,0,0.6723999999999999,0.7533333333333333,0,0.5675111111111111,0.9539233202863011,0,0.909969700986041,0.36,1,0.1296
futurex_69a2e0165692ef005cdbf23e,Trump Sucks?,0,politics_geo,other_wording,debate_erased_correct_minority,0.6743536472806122,0.4547528416006643,0,0.5033333333333333,0.66,1,0,0,0,0.18225555555555562,0.83,0,0.6889,0.93,0,0.8649000000000001,0.33165092396785967,1,0.10999233536873504,0.82,0,0.6723999999999999
futurex_69a2e39e5692ef005cdbf25f,Will a new country join the Abraham Accords by March 31?,0,other,deadline_event,final_correct,0.19234705331796106,0.036997388920102556,1,0.20666666666666667,0.19333333333333333,3,3,1,1,-0.005333333333333336,0.23,1,0.0529,0.19666666666666666,1,0.038677777777777776,0.17682057128094888,1,0.03126551442812112,0.27,1,0.0729
futurex_69a2e39e5692ef005cdbf26e,Will Israel launch a major ground offensive in Lebanon by March 31?,1,tech_ai_product,deadline_event,final_correct,0.559416391417764,0.19411391615134493,1,0.51,0.5499999999999999,2,3,1,1,-0.03759999999999991,0.57,1,0.18490000000000004,0.6033333333333334,1,0.1573444444444444,0.4763518543510777,0,0.274207380441555,0.5,1,0.25
futurex_69a2e39e5692ef005cdbf273,FIFA World Cup 2026 Qualification Longshots Parlay,0,sports,other_wording,debate_fixed,0.4277233017254103,0.18294722283888637,1,0.6066666666666667,0.4466666666666666,1,2,0,1,-0.1685333333333334,0.97,0,0.9409,0.5866666666666666,0,0.34417777777777764,0.5888488650348422,0,0.34674298585282187,0.53,0,0.28090000000000004
futurex_69a2e39e5692ef005cdbf27c,Robinhood launches prediction market through MIAXdx by March 31?,0,markets_finance_crypto,deadline_event,final_correct,0.04625073692406639,0.0021391306660191976,1,0.06,0.04666666666666667,3,3,1,1,-0.0014222222222222219,0.69,0,0.4760999999999999,0.10333333333333333,1,0.010677777777777777,0.05608087869234725,1,0.0031450649549057677,0.81,0,0.6561000000000001
futurex_69a2e39e5692ef005cdbf27e,Mamdani removes Jessica Tisch as NYC Police Commissioner by March 31?,0,other,deadline_event,final_correct,0.02594983812391057,0.0006733940986571624,1,0.03333333333333333,0.02666666666666667,3,3,1,1,-0.00039999999999999986,0.02,1,0.0004,0.043333333333333335,1,0.001877777777777778,0.026752637649345865,1,0.0007157036211971978,0.03,1,0.0009
futurex_69a2e39e5692ef005cdbf298,Will Apple release a new version of the Apple TV by March 31?,0,tech_ai_product,deadline_event,all_agents_wrong_from_start,0.6571082098782095,0.431791199489345,0,0.6733333333333333,0.6333333333333333,0,0,0,0,-0.052266666666666683,0.7,0,0.48999999999999994,0.45999999999999996,1,0.21159999999999995,0.6850263601154006,0,0.46926111405295456,0.24,1,0.0576
futurex_69a2e39e5692ef005cdbf2a8,50m views on a MrBeast video in the first day by March 31?,0,other,threshold_range,debate_fixed,0.22092430765027107,0.04880754971075162,1,0.5533333333333333,0.22999999999999998,1,3,0,1,-0.25327777777777777,0.78,0,0.6084,0.8933333333333334,0,0.7980444444444446,0.5872408032590434,0,0.3448517610123265,0.88,0,0.7744
futurex_69a4319df2cb3b006875e9c2,"Can this AI Trading Bot turn $100 into $1,000 live on Twitch? Round 1",0,tech_ai_product,other_wording,final_correct,0.24879659963376213,0.061899747989322525,1,0.26,0.25,3,3,1,1,-0.005100000000000007,0.58,0,0.3364,0.39666666666666667,1,0.15734444444444445,0.25476965310097427,1,0.06490757614119076,0.46,1,0.2116
futurex_69a4319df2cb3b006875e9c3,Will the USS Abraham Lincoln (CVN-72) sustain battle damage caused directly by Iranian military forces before 31 march,0,other,deadline_event,final_correct,0.022676711595915645,0.0005142332488043351,1,0.02666666666666667,0.023333333333333334,3,3,1,1,-0.00016666666666666674,0.03,1,0.0009,0.05000000000000001,1,0.002500000000000001,0.02594983812391057,1,0.0006733940986571624,0.03,1,0.0009
futurex_69a4319df2cb3b006875e9c5,Is Saint Sommers dead after Loki and Luffys attack in Chapter 1175?,0,other,other_wording,final_correct,0.14951518943262476,0.022354791871073667,1,0.17666666666666667,0.15,3,3,1,1,-0.00871111111111111,0.22,1,0.0484,0.13,1,0.016900000000000002,0.16732280074271494,1,0.027996919648386288,0.18,1,0.0324
futurex_69a5830b7554ef0068e464af,Will Marty Supreme win any Oscars in 2026?,0,sports,winner_outcome,all_agents_wrong_from_start,0.824396307730166,0.6796292721991306,0,0.8300000000000001,0.8233333333333333,0,0,0,0,-0.011022222222222378,0.78,0,0.6084,0.7966666666666667,0,0.6346777777777779,0.852808662653016,0,0.7272826150960257,0.84,0,0.7055999999999999
futurex_69a5830b7554ef0068e464be,"Will foreign airlines resume commercial passenger flights to Aviv (TLV) by March 15, 2026?",0,other,deadline_event,all_agents_wrong_from_start,0.9634079384598204,0.9281548558874011,0,0.9233333333333333,0.96,0,0,0,0,0.06905555555555554,0.86,0,0.7395999999999999,0.9266666666666667,0,0.8587111111111113,0.945492931147585,0,0.8939568828500519,0.91,0,0.8281000000000001
futurex_69a6d48ee78a390068a18725,"Will the share of global silver production disrupted by violence in Mexico exceed 10% on April 1, 2026?",0,other,threshold_range,final_correct,0.09793472478407761,0.009591210318533026,1,0.11666666666666665,0.09999999999999999,3,3,1,1,-0.00361111111111111,0.17,1,0.028900000000000006,0.1466666666666667,1,0.02151111111111112,0.08012074322950391,1,0.0064193334956480965,0.17,1,0.028900000000000006
futurex_69a6d48ee78a390068a18727,"Will the share of global silver production disrupted by violence in Mexico exceed 5% on April 1, 2026?",0,other,threshold_range,final_correct,0.21276276486782772,0.04526799411420254,1,0.21666666666666667,0.21333333333333335,3,3,1,1,-0.0014333333333333281,0.18,1,0.0324,0.17666666666666667,1,0.03121111111111111,0.2121123625945243,1,0.04499165436543095,0.17,1,0.028900000000000006
